,Type_of_cement,Brand,Additives,Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Ts_(Mpa),Fs_(Mpa),Er_(ohm-cm),UPV_(m/s)
2661,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5925,,,6.3385,3478.2609
2662,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5502,,,6.0698,3478.2609
2663,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5084,,,6.4849,3478.2609
2664,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.6007,,,6.5995,3478.2609
2665,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5272,,,6.1781,3478.2609
2666,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4609,,,6.2879,3478.2609
2667,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4659,,,6.3576,3478.2609
2668,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4609,,,6.4283,3478.2609
2669,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5633,,,6.4966,3478.2609
2670,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4774,,,6.5055,3478.2609
2671,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5732,,,6.1961,3478.2609
2672,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7098,,,6.0937,3478.2609
2673,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5464,,,6.0858,3478.2609
2674,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4765,,,6.3742,3478.2609
2675,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.611,,,6.1893,3478.2609
2676,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7027,,,6.2783,3478.2609
2677,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.5449,,,6.2746,3478.2609
2678,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.453,,,6.2822,3478.2609
2679,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.4831,,,6.4513,3478.2609
2680,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7562,,,6.3827,3476.6234
2681,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8955,,,6.1136,3469.6182
2682,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8359,,,6.5248,3471.9845
2683,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8803,,,6.4515,3477.2274
2684,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8868,,,6.3818,3471.4622
2685,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.86,,,6.5491,3470.9308
2686,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.872,,,6.1027,3470.0752
2687,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.9242,,,6.1124,3474.3721
2688,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8791,,,6.5363,3467.6851
2689,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.9238,,,6.5848,3469.5181
2690,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8382,,,6.1229,3468.3526
2691,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7698,,,6.4519,3470.7789
2692,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7544,,,6.364,3477.8125
2693,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8899,,,6.0314,3475.4609
2694,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8047,,,6.4792,3469.4366
2695,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8809,,,6.523,3467.8017
2696,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.877,,,6.355,3476.1342
2697,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8515,,,6.6176,3473.4689
2698,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8901,,,6.1269,3469.95
2699,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.846,,,6.1719,3467.8264
2700,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8125,,,6.6732,3468.7766
2701,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8097,,,6.4371,3470.5615
2702,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.6864,,,6.4007,3470.5418
2703,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8403,,,6.6507,3468.7337
2704,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.9169,,,6.4849,3468.3736
2705,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8822,,,6.6449,3470.5094
2706,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.757,,,6.4888,3469.9842
2707,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7136,,,6.59,3467.5906
2708,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.6767,,,6.4155,3471.4347
2709,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8893,,,6.5736,3471.1881
2710,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7358,,,6.4598,3470.7634
2711,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7854,,,6.3817,3469.6434
2712,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8364,,,6.6476,3467.3835
2713,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8063,,,6.5439,3468.7504
2714,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8103,,,6.5942,3469.1266
2715,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7665,,,6.4644,3471.5898
2716,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7405,,,6.6483,3468.2554
2717,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.8649,,,6.6589,3470.1235
2718,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.9247,,,6.4602,3471.1495
2719,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,60,31.7173,,,6.6059,3470.4438
2720,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.8517,,,6.6231,3628.8089
2721,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.3932,,,6.5236,3626.4273
2722,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1016,,,6.6254,3620.1699
2723,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1848,,,6.5457,3628.4711
2724,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.2388,,,6.656,3629.5234
2725,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.2731,,,6.4811,3628.6792
2726,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.1263,,,6.5661,3623.9683
2727,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.2875,,,6.5409,3628.7364
2728,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.271,,,6.5307,3629.4669
2729,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6673,,,6.6152,3621.4749
2730,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.1289,,,6.5992,3627.9208
2731,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.7074,,,6.6464,3621.9839
2732,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.2765,,,6.5588,3629.2553
2733,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.2313,,,6.6255,3626.2688
2734,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.1409,,,6.5617,3628.6316
2735,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.218,,,6.4669,3628.7187
2736,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6441,,,6.6741,3628.1476
2737,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.8019,,,6.5769,3620.4688
2738,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.9132,,,6.5168,3623.3749
2739,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.4581,,,6.4838,3627.7345
2740,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.1408,,,6.6523,3632.6306
2741,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.5278,,,6.5956,3622.7556
2742,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1169,,,6.6033,3631.26
2743,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.7129,,,6.6238,3622.0997
2744,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.635,,,6.5982,3630.6499
2745,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6593,,,6.5642,3624.9012
2746,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.4579,,,6.496,3623.308
2747,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1471,,,6.5804,3622.9792
2748,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1806,,,6.6008,3621.3666
2749,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6776,,,6.493,3631.4877
2750,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.192,,,6.6374,3620.8817
2751,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6156,,,6.5624,3625.6726
2752,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.5836,,,6.4713,3625.5227
2753,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.3551,,,6.4799,3621.8783
2754,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.3336,,,6.5145,3627.6413
2755,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.0203,,,6.4952,3621.149
2756,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.9064,,,6.5536,3627.5689
2757,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6949,,,6.4617,3626.9244
2758,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.0164,,,6.4817,3622.5448
2759,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6758,,,6.6367,3630.2026
2760,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.937,,,6.6759,3625.6292
2761,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.7119,,,6.6759,3628.6088
2762,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.8549,,,6.6759,3618.868
2763,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.8733,,,6.6759,3624.3499
2764,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.0804,,,6.6759,3633.5978
2765,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.6364,,,6.6759,3622.4978
2766,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.8075,,,6.6759,3626.8921
2767,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.6973,,,6.6759,3622.1019
2768,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.2703,,,6.6759,3620.6523
2769,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.7586,,,6.6759,3622.7177
2770,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.9293,,,6.6759,3625.5619
2771,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.908,,,6.6759,3622.5406
2772,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.8128,,,6.6759,3623.4734
2773,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1976,,,6.6759,3625.7635
2774,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.2431,,,6.6759,3622.9952
2775,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.0822,,,6.6759,3628.1635
2776,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.8341,,,6.6759,3624.4268
2777,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.6741,,,6.6759,3627.3313
2778,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,34.1589,,,6.6759,3620.8631
2779,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,33.9261,,,6.6759,3630.7459
2780,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.9639,,,6.5913,3626.1077
2781,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.9902,,,6.5881,3621.6482
2782,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,31.946,,,6.5812,3619.9337
2783,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.4576,,,6.599,3619.2047
2784,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.8651,,,6.6573,3619.349
2785,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.1802,,,6.6584,3621.4765
2786,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.8337,,,6.6472,3622.961
2787,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.8109,,,6.6459,3618.6505
2788,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.6068,,,6.6747,3623.7368
2789,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,31.9143,,,6.5891,3620.681
2790,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.3314,,,6.5989,3622.9152
2791,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.9112,,,6.6387,3620.1118
2792,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.6636,,,6.6134,3620.5241
2793,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.3304,,,6.5965,3620.1249
2794,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.6101,,,6.6694,3623.6259
2795,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.1806,,,6.5903,3618.8988
2796,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.5432,,,6.5826,3624.8909
2797,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.9967,,,6.6631,3625.9062
2798,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.8507,,,6.616,3622.0866
2799,CPC 30R RS,CEMEX,Opuntia_ficus_indica,Recycled ,30,90,32.225,,,6.6615,3624.755
2800,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.4715,,,4.9087,3667.1752
2801,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.9652,,,4.9087,3686.4929
2802,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.9467,,,4.9087,3677.3689
2803,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.5374,,,4.9087,3664.9355
2804,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.797,,,4.9087,3665.9541
2805,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.6726,,,4.9087,3676.873
2806,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.538,,,4.9087,3665.2273
2807,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.2355,,,4.9087,3670.7175
2808,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.6559,,,4.9087,3665.5938
2809,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.5594,,,4.9087,3663.3569
2810,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.6274,,,4.9087,3681.136
2811,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.0897,,,4.9087,3669.0978
2812,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.9532,,,4.9087,3688.2576
2813,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.1531,,,4.9087,3670.8544
2814,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.3231,,,4.9087,3677.5903
2815,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.6339,,,4.9087,3670.1991
2816,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.8193,,,4.9087,3670.9527
2817,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.4055,,,4.9087,3688.4342
2818,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.6606,,,4.9087,3666.3858
2819,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.2895,,,4.9087,3672.1953
2820,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.2222,,,4.8711,3675.4131
2821,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.5004,,,4.6916,3665.9253
2822,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.6828,,,4.7304,3682.2503
2823,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.0939,,,4.8431,3662.4091
2824,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.4795,,,4.6928,3675.0238
2825,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.9009,,,4.9014,3667.4239
2826,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.5011,,,4.7806,3674.6339
2827,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.369,,,4.732,3678.5236
2828,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.2612,,,4.7937,3683.9258
2829,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.3091,,,4.815,3676.2799
2830,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.4788,,,4.8961,3673.5763
2831,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.2331,,,4.8335,3664.9826
2832,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.6321,,,4.6932,3686.0856
2833,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.9977,,,4.7714,3665.6761
2834,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.7927,,,4.7973,3662.2963
2835,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.2567,,,4.8338,3664.0039
2836,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.7235,,,4.6948,3659.1822
2837,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.2381,,,4.6937,3673.1826
2838,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.5811,,,4.7793,3686.7666
2839,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.4357,,,4.7094,3682.3741
2840,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.687,,,4.7172,3650.7647
2841,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.3197,,,4.7119,3651.028
2842,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.5415,,,4.7964,3649.9159
2843,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.2363,,,4.7676,3648.5607
2844,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.4925,,,4.7108,3649.6174
2845,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.4095,,,4.7388,3655.9971
2846,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.1028,,,4.6974,3645.4162
2847,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.2508,,,4.6995,3655.083
2848,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.7418,,,4.7793,3656.252
2849,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.4408,,,4.8142,3650.2053
2850,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.985,,,4.7632,3645.4972
2851,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.0975,,,4.8216,3651.1082
2852,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.7546,,,4.7564,3650.8113
2853,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.765,,,4.7115,3649.1801
2854,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.1299,,,4.7176,3645.0445
2855,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,28.2264,,,4.818,3647.7839
2856,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.9124,,,4.7579,3656.226
2857,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.7399,,,4.752,3651.3488
2858,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.0753,,,4.7375,3647.7572
2859,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.6871,,,4.7738,3653.651
2860,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.1932,,,4.8302,3660.9189
2861,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.3718,,,4.8302,3655.1489
2862,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.4806,,,4.8302,3643.4946
2863,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.5837,,,4.8302,3652.7804
2864,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.0817,,,4.8302,3651.3346
2865,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.6161,,,4.8302,3659.0675
2866,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.9328,,,4.8302,3643.2132
2867,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.4769,,,4.8302,3644.5725
2868,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.9798,,,4.8302,3653.9085
2869,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.2349,,,4.8302,3645.8014
2870,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.293,,,4.8302,3645.8447
2871,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.6982,,,4.8302,3645.7972
2872,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.0028,,,4.8302,3650.3982
2873,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.606,,,4.8302,3652.4189
2874,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.4522,,,4.8302,3646.1534
2875,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.7685,,,4.8302,3651.4051
2876,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,30.6717,,,4.8302,3656.8522
2877,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.5908,,,4.8302,3650.6538
2878,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.7678,,,4.8302,3649.3954
2879,CPC 30R RS,CEMEX,No_additions,Recycled ,30,14,29.3817,,,4.8302,3652.8419
2880,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.1864,,,5.1467,3752.3358
2881,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2325,,,4.9865,3751.9476
2882,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.21,,,5.0978,3754.6058
2883,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2159,,,5.1449,3752.3081
2884,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.199,,,5.0424,3755.8654
2885,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.1856,,,4.3716,3753.1048
2886,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2292,,,4.3931,3754.7004
2887,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.1893,,,4.3887,3752.8281
2888,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2021,,,4.6837,3752.5371
2889,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2163,,,4.7984,3751.8227
2890,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2375,,,4.354,3753.1826
2891,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2104,,,5.1338,3753.8552
2892,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2371,,,4.6207,3755.1361
2893,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.194,,,4.8672,3754.7394
2894,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2036,,,4.5364,3755.4653
2895,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2205,,,4.5671,3754.2033
2896,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.1848,,,4.2526,3753.6262
2897,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2234,,,5.0197,3753.5158
2898,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2049,,,4.7462,3752.1547
2899,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.227,,,5.152,3753.5989
2900,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.8607,,,4.3222,3763.7003
2901,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.9208,,,4.6444,3776.3659
2902,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.2586,,,4.258,3819.6788
2903,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.5245,,,4.3332,3805.3233
2904,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.8274,,,4.5115,3785.1083
2905,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.1397,,,4.413,3751.9037
2906,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.5083,,,4.6716,3795.18
2907,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.6048,,,4.6267,3793.1069
2908,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.1643,,,4.486,3782.2255
2909,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.118,,,4.4203,3811.4981
2910,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.263,,,4.4621,3807.7894
2911,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,33.7443,,,4.6379,3815.5861
2912,CPC 30R RS,CEMEX,No_additions,Recycled ,30,28,34.2154,,,4.296,3775.4159
